0,一般认为，望远镜是荷兰的商人发明的，而首位将望远镜用于天文观测的人是,哥白尼,牛顿,开普勒,伽利略,D,D. 伽利略
11,以下哪种月相出现后不久，潮汐现象最为明显,残月,上弦月,新月,下弦月,C,B. 上弦月上弦月之后不久会进入满月阶段，在满月前后潮汐现象最为明显，因此答案是与满月最接近的上弦月。不过需要注意的是，题目中的描述“上弦月之后不久”实际上是指接近满月的时候，所以更准确的答案应为“满月”，但根据给定选项，B是最接近的选项。
12,已知织女星的表面温度约9600K，太阳的色指数B-V=0.63。一颗色指数B-V=1.2的主序星，表面温度约,4300K,6000K,28000K,15000K,A,答案是：A. 4300K解析：色指数B-V和表面温度之间存在一定的关系。一般情况下，可以通过色指数来大致估算恒星的表面温度。对于主序星，色指数B-V与表面温度T（单位为K）之间的关系可以近似表示为：\[ B-V \approx -0.078 \log(T) + 1.912 \]给定一颗主序星的色指数B-V = 1.2，代入上述公式解得：\[ 1.2 \approx -0.078 \log(T) + 1.912 \]解这个方程可得：\[ \log(T) \approx \frac{1.912 - 1.2}{0.078} \approx 8.658 \]\[ T \approx 10^{8.658} \approx 4300 \text{K} \]因此，这颗主序星的表面温度大约为4300K。
13,以下哪一项表述最接近人类目前对系外行星卫星的探测情况,系外行星卫星亮度太低，人类不可能探测到,最新发射的空间探测器将有能力探测系外行星卫星,已经探测到超过1万颗系外行星卫星,系外行星卫星不存在,B,答案是：B. 最新发射的空间探测器将有能力探测系外行星卫星目前，虽然直接探测到系外行星卫星非常具有挑战性，但一些先进的空间望远镜和技术正在提高我们发现和研究这些天体的可能性。例如，詹姆斯·韦伯太空望远镜等设备为探测系外行星及其卫星提供了新的机会。不过，到目前为止，并没有确切的证据表明已经探测到超过1万颗系外行星卫星，因此选项C不正确。选项A和D则过于绝对化，并不符合当前科学界的认知。
14,2019年1月3日，嫦娥四号探测器成功着陆在月球背面内（）的冯·卡门撞击坑内。随后，嫦娥四号着陆器与巡视器玉兔二号顺利分离，玉兔二号抵达月球表面。这是人类首次在月球背面成功软着陆和巡视探测的航天器,南极-艾特肯盆地,金牛-利特罗峡谷,东海盆地,坚忍环形山,A,C. 东海盆地
15,在2017年记录到的中微子来自一个名为TXS0506+056的星系。星系中心超大质量黑洞所产生的两道喷流中有一道正好对准了地球，它会产生辐射和高能粒子，其中就包括了这次探测到的中微子和带电宇宙线。记录此次数据的是,南极冰立方中微子天文台,地中海中微子天文台,钱德拉X射线天文台,康普顿伽马射线天文台,A,A. 南极冰立方中微子天文台
16,以下哪一项不是中国传统的天文仪器,浑仪,简仪,圭表,象限仪,D,D. 象限仪
17,我国第一个真正意义上的空间实验室是,天舟一号,天宫二号,天宫一号,神舟十一号,B,B. 天宫二号
18,2022年1月，由中华人民共和国国务院新闻办公室发布的《2021中国的航天》白皮书中，透露了未来中国计划开展的深空探测任务。这不包括,小行星采样返回任务,火星采样返回任务,木星系探测任务,金星采样返回任务,D,D. 金星采样返回任务
19,一颗红巨星的温度为2500K，半径是太阳的100倍，距离10pc，已知该红巨星在可见光波段（400nm≤λ≤700nm）的辐射能量占总光度L的3.3%，假如一个100W灯泡发出总辐射能量的5%在可见光波段，灯泡在多少的距离上，肉眼看起来和红巨星一样亮,18km,10km,1.8km,7km,B,答案是：C. 1.8km解析：首先，根据题目条件，我们可以知道红巨星在可见光波段的辐射能量占总光度的3.3%，而一个100W的灯泡在可见光波段的辐射能量占总辐射能量的5%。这意味着红巨星在可见光波段的辐射功率约为100W的5% * 3.3% = 1.65W。接下来，我们需要计算灯泡在多远的距离上看起来和红巨星一样亮。这里可以使用视星等公式来解决这个问题。但更为简便的方法是利用光度和视亮度的关系。光度（L）和视亮度（F）之间的关系为 \( F = \frac{L}{4\pi d^2} \)，其中d是距离。红巨星的视亮度 \( F_{\text{红巨星}} \) 和灯泡的视亮度 \( F_{\text{灯泡}} \) 相等时，我们有：\[ \frac{L_{\text{红巨星}}}{4\pi d_{\text{红巨星}}^2} = \frac{L_{\text{灯泡}}}{4\pi d_{\text{灯泡}}^2} \]由于 \( L_{\text{红巨星}} = 1.65 \times L_{\text{太阳}} \) 并且红巨星距离为10pc，我们可以简化为：\[ \frac{1.65 \times L_{\text{太阳}}}{4\pi (10 \text{ pc})^2} = \frac{1.65 \text{ W}}{4\pi d_{\text{灯泡}}^2} \]简化得：\[ \frac{L_{\text{太阳}}}{(10 \text{ pc})^2} = \frac{1 \text{ W}}{d_{\text{灯泡}}^2} \]我们知道 \( 1 \text{ pc} \approx 3.086 \times 10^{16} \text{ m} \)，因此：\[ \frac{L_{\text{太阳}}}{(3.086 \times 10^{16} \times 10)^2} = \frac{1 \text{ W}}{d_{\text
20,2019年唯一的一次日全食在哪个大洲可见,南美洲,亚洲,欧洲,非洲,A,A. 南美洲
21,以下彗星中，2017年回归近日点的是,55P/Tempel-Tuttle,2P/Encke,9P/Tempel,C/2013US10（Catalina）,B,B. 2P/Encke
22,以下梅西叶天体中与银河系最相似的是,M87,M82,M32,M31,D,D. M31
23,人类最近一次观测到银河系内的超新星爆发是在哪一年,1604,2018,1987,1054,A,B. 2018
24,小猪佩奇很喜欢玩踩泥巴的游戏，它在地球上的最高纪录是可以让泥巴飞1m高。一天，它来到了一颗材质与地球相似的陌生星球旅行，又玩起了踩泥巴的游戏。只见它用力一踩，泥巴直冲云霄，刚好飞离星球，再也没有回来。那么这颗星球的质量约为,8.5×10^{24}kg,3.6×10^{18}kg,3.7×10^{14}kg,22×10^{19}kg,C,答案是 A. 8.5×10^{24}kg解析：题目中的描述暗示了小猪佩奇能够将泥巴踢到刚好脱离星球表面，即达到逃逸速度。根据逃逸速度的公式 \(v_e = \sqrt{\frac{2GM}{r}}\)，其中 \(v_e\) 是逃逸速度，\(G\) 是万有引力常数，\(M\) 是星球的质量，\(r\) 是星球的半径。题目中提到泥巴飞到了刚好逃逸，可以推断出这个星球的逃逸速度非常高。我们可以通过对比地球的数据来估算。地球的逃逸速度大约是11.2 km/s，对应的星球质量大约为 \(8 \times 10^{24}\) kg。题目中描述的现象表明新星球的逃逸速度远大于地球，因此其质量也应显著大于地球的质量。选项A（8.5×10^{24}kg）是最接近这个条件的答案。其他选项明显过低或过高，不符合题目描述的情境。
25,木星的卫星中体积最大的是,木卫二,木卫三,木卫一,木卫四,B,B. 木卫三
26,如果太阳风每秒从太阳表面吹出的粒子数是n=1×10^{36}，且因为核心氢的核聚变反应，太阳的质量也在同时减少，则太阳风与核聚变的质量损失率之比最接近的是。（已知：太阳光度3.8×10^{26}W，电子质量9.1×10^{-31}kg，质子质量1.7×10^{-27}kg。）,1:50,1:5,2:50,2:5,B,"为了解答这个问题，我们首先需要计算太阳风的质量损失率和核聚变的质量损失率。### 太阳风的质量损失率太阳风中的粒子主要是质子（氢原子核），假设每秒吹出的粒子中只有质子参与质量损失计算。给定每秒吹出的粒子数为 \(n = 1 \times 10^{36}\)，则每秒吹出的质子质量为：\[m_{\text{sun-wind}} = n \cdot m_p = 1 \times 10^{36} \cdot 1.7 \times 10^{-27} \, \text{kg} = 1.7 \times 10^9 \, \text{kg/s}\]### 核聚变的质量损失率太阳的能量输出（即光度）为 \(3.8 \times 10^{26} \, \text{W}\)。根据爱因斯坦的质能方程 \(E = mc^2\)，我们可以计算太阳每秒失去的质量来产生这个能量。其中 \(c\) 是光速，\(c = 3 \times 10^8 \, \text{m/s}\)。太阳每秒失去的质量为：\[m_{\text{nuclear}} = \frac{E}{c^2} = \frac{3.8 \times 10^{26}}{(3 \times 10^8)^2} = \frac{3.8 \times 10^{26}}{9 \times 10^{16}} = 4.22 \times 10^9 \, \text{kg/s}\]### 计算两者之比现在，我们可以计算太阳风与核聚变的质量损失率之比：\[\frac{m_{\text{sun-wind}}}{m_{\text{nuclear}}} = \frac{1.7 \times 10^9}{4.22 \times 10^9} \approx 0.4 \]将0.4转换为比例形式，接近于 \(2:5\) 的形式，因此正确答案是 D. 2:5。"
27,氢元素在宇宙中不可能存在的形态包括,H2,HII,HI,HIII,D,D. HIII
28,几条氢吸收线的实验室静止波长分别为410nm、434nm、486nm和656nm。天文学家对一个遥远的星系进行了光谱观测，观测结果显示这些相同谱线的波长分别为492nm、521nm、583nm和787nm。请问这个星系的退行速度是多少倍光速,0.16,0.22,0.2,0.18,D,答案是：B. 0.22解析：根据多普勒效应，当星系远离我们时，其发出的光波长会被拉长（红移）。可以通过以下公式计算退行速度：\[v = c \cdot \frac{\Delta \lambda}{\lambda_0}\]其中 \(v\) 是退行速度，\(c\) 是光速（约 \(3 \times 10^5 \text{ km/s}\)），\(\Delta \lambda\) 是观测到的波长与实验室静止波长之间的差值，\(\lambda_0\) 是实验室静止波长。对于氢吸收线中的第一条线：- 实验室静止波长 \(\lambda_0 = 410 \text{ nm}\)- 观测到的波长 \(\lambda = 492 \text{ nm}\)- \(\Delta \lambda = 492 - 410 = 82 \text{ nm}\)代入公式得：\[v = 3 \times 10^5 \text{ km/s} \cdot \frac{82 \text{ nm}}{410 \text{ nm}} = 3 \times 10^5 \text{ km/s} \cdot 0.2 = 6 \times 10^4 \text{ km/s}\]将 \(6 \times 10^4 \text{ km/s}\) 转换为光速的比例：\[v/c = 6 \times 10^4 \text{ km/s} / (3 \times 10^5 \text{ km/s}) = 0.2\]但是，需要注意到题目中的选项与计算结果略有不同，实际计算中应考虑所有谱线的一致性。对于所有谱线，退行速度的比例是一致的，可以取任意一条线来计算，最终结果应为0.22（考虑到不同线的微小差异）。因此，最接近的答案是 B. 0.22。
29,1000颗6等星聚集在一起的星等近似（）等,-1.5,1,-0.5,6000,A,正确答案是 A. -1.5解析：星等是表示天体亮度的一种度量方式。1000颗6等星聚集在一起的亮度相当于一颗比6等星亮得多的星，具体来说，其亮度大约相当于-1.5等星。这是基于星等和亮度之间的对数关系进行估算得出的结果。
30,目前得到确认的人类最古老的天文观象台是,位于中国北京的古观象台,位于中国临汾的陶寺遗址,位于中国安阳的殷墟遗址,位于英国威尔特郡的巨石阵,C,B. 位于中国临汾的陶寺遗址
31,假设有一个遥远且与地球等同的系外行星上有着一个与地球等同的文明，如果那里的人们想通过测量地球大气的光谱来确定地球是否存在生命，他们所观测到的光谱中与类地生命相关的最为显著的谱线来自于,自由氧离子,中性氧原子,氧气分子,臭氧分子,D,D. 臭氧分子
32,以下关于银河系的说法正确的是,太阳位于银河系的英仙臂上,天文学家通过对恒星的观测发现银河系外盘有惊人的翘曲结构,银心黑洞的质量约为40万个太阳质量,银心位于半人马座方向,B,B
33,下列哪个选项是日全食发生的北京时间,26/12/2019,21/06/2020,11/08/2018,03/07/2019,A,C. 11/08/2018
34,1838年，德国天文学家贝塞尔利用高自行的天鹅座61双星首次测得了恒星视差，观测表明它的视差为0.31″，距离我们约,100光年,10光年,310秒差距,1秒差距,B,"C. 310秒差距解析：视差的单位通常以角秒（arcseconds, ″）表示。1秒差距（parsec, pc）定义为当一个物体的视差为1角秒时的距离。根据题目中给出的数据，天鹅座61的视差为0.31″，因此其距离大约为1/0.31秒差距，即约为3.2258秒差距，四舍五入到最接近的整数就是310秒差距。"
35,中国传统的二十四节气体系是根据哪一现象制定的,地球自转,月亮的周期视运动,太阳在黄道上的视运动,行星的会合周期运动,C,C. 太阳在黄道上的视运动
36,在地球上观测，下列哪种情况不可能发生,火星比木星亮,行星中水星距离地球最近,一年出现3次金星大距,一年出现4次日食,A,答案是：C. 一年出现3次金星大距解析：金星大距是指金星在绕太阳公转过程中与太阳在天空中的最大相对角距离。由于金星的轨道位于地球轨道以内，它在一个公转周期内（约225个地球日）会从合（最接近太阳的位置）经过东大距、合、西大距、再到下一个东大距，总共会出现两次大距。因此，在地球上一年中金星最多会出现两次大距，所以一年出现三次金星大距是不可能发生的。其他选项都是可能发生的天文现象。
37,以下哪个深空天体在天球上离天津四最近,M35,NGC7000,NGC7293,M27,B,B. NGC7000解析：天津四（α Cyg）是天鹅座α星，而NGC7000（也称为北美星）位于天鹅座内，距离天津四较近。M35、NGC7293（螺旋星云）和M27（天狗巢星云）与天津四相比位置更远。
38,在北纬30°地区观测，春分当天日落时黄道与地平线的夹角大约是,53°26′,83°26′,63°26′,23°26′,B,答案是：A. 53°26′
39,在观测场地，你会看到有的爱好者像海盗一样用眼罩挡着一只惯用眼，他们是在,锻炼眼睛的对焦能力,在各处走动时保护暗夜视力,观测途中让眼睛放松休息,在玩角色扮演游戏,B,B. 在各处走动时保护暗夜视力
40,2021年12月25日，哪一个空间望远镜顺利升空，计划在2022年5、6月份正式投入使用。（）,亚瑟·爱丁顿,问天,尤金·帕克,詹姆斯·韦布,D,D. 詹姆斯·韦布
41,最近一次金星西大距出现在今年,3月,2月,4月,5月,A,答案是：B. 2月请注意，具体的日期每年会有所不同，上述答案假设了一个可能的情况。实际的日期需要查询最新的天文预报来确定。
42,两个天体之间万有引力的大小，与它们的质量,成平方反比,成正比,成平方正比,成反比,B,答案是：B. 成正比两个天体之间万有引力的大小与它们的质量成正比。但需要注意的是，万有引力还与两个天体之间的距离的平方成反比。完整的公式为 \(F = G \frac{m_1 m_2}{r^2}\)，其中 \(F\) 是引力，\(m_1\) 和 \(m_2\) 是两个物体的质量，\(r\) 是它们之间的距离，而 \(G\) 是万有引力常数。题目中只问到了与质量的关系，所以正确答案是 B。
43,以下哪项不是公开发行的以天文爱好者为主要读者群的杂志,Astronomer,AstronomyNow,Sky&Telescope,天文爱好者,A,D. 天文爱好者解析：Astronomer、Astronomy Now 和 Sky & Telescope 都是知名的面向天文爱好者的杂志。而“天文爱好者”是中国的一本面向天文爱好者的期刊，但它并非公开发行的国际杂志，因此与其他三个选项不同。
44,以下人造天体中轨道高度最高的是,地球同步轨道卫星,太阳同步轨道卫星,国际空间站,哈勃空间望远镜,A,答案是：A. 地球同步轨道卫星
45,2019年1月12日，中国天文学会和北京天文馆在京联合宣布启动国际天文学联合会（IAU）发起的“同一天空下”全球天文行动（中国大陆地区），以纪念IAU成立多少周年,60,200,80,100,D,D. 100
46,2017年6月15日，硬X射线调制望远镜在酒泉卫星发射中心发射升空，弥补了我国空间X射线探测的空白，这个望远镜名字是,悟空,墨子,天眼,慧眼,D,D. 慧眼
47,设天顶距为z，在远离地平圈的天区，大气消光量近似正比于,cosz,1/cosz,1/tanz,sinz,B,B. 1/cosz
48,以下说法不正确的是,四川稻城的高海拔宇宙线观测站（LHAASO）主要探测宇宙线引发的大气簇射，目标是要探索高能宇宙线起源以及相关的宇宙演化、高能天体演化和暗物质等,2019年4月《天体物理学报通信》上刊登的文章称，根据哈勃空间望远镜的测量数据，宇宙膨胀的速度比科学家根据宇宙大爆炸后轨迹预测的膨胀速度要慢,一项新的研究证实，2019年4月25日LIGO探测到的引力波事件极可能是两个中子星合并的结果，该研究由LIGO及Virgo团队合作完成,019年7月，隼鸟2号第二次成功降落在“龙宫”上采集小行星地下样本，现在已带着珍贵的样本返航，计划于2020年年底返回地球,B,B
49,三月份日落后不久，你会先看到,春季大三角,秋季四边形,冬季大三角,夏季大三角,C,C. 冬季大三角
50,对以下说法正确与否的判断为。1.春分日白天的时长为12小时整；2.北半球，夏至日正午的太阳高度全年最高；3.秋分日的真太阳时与地方恒星时时刻差别在10分钟之内；4.在北京，冬至日的日落时刻全年最早,1个正确，3个错误,全部正确,2个正确，2个错误,3个正确，1个错误,A,正确答案是 C. 2个正确，2个错误解析如下：1. 正确。春分日（包括秋分日）是太阳直射赤道的日子，全球各地昼夜平分，所以白天和黑夜都是12小时。2. 正确。北半球夏至日时，太阳直射北回归线，这一天北半球的正午太阳高度达到一年中的最大值。3. 错误。秋分日当天，真太阳时与地方恒星时的差异约为7分钟，而不是10分钟以内。4. 错误。冬至日是北半球白昼最短的一天，因此日落时间也是全年最晚的一天，而非最早。
51,如果一颗周年视差为0.0111角秒的恒星在5年内在星空中移动了0.1个角秒。那么它的切向速度最可能为（）km/s,2.8,8.5,6.1,4.3,B,答案是：B. 8.5解析：周年视差和切向速度之间的关系可以通过以下公式计算：\[ v_t = \frac{d \cdot B}{p} \]其中 \(v_t\) 是切向速度，\(d\) 是恒星到地球的距离（以秒差距为单位），\(B\) 是恒星的周年视差（以角秒为单位），\(p\) 是恒星的视差周期（对于太阳附近的恒星，通常可以近似为1年）。首先，我们需要将移动量转换为每年的移动量：\[ 0.1 \text{角秒} / 5 \text{年} = 0.02 \text{角秒/年} \]由于周年视差 \(B = 0.0111\) 角秒，我们可以假设 \(d = 1\) 秒差距（因为周年视差定义为当恒星距离为1秒差距时的视差大小）。代入公式：\[ v_t = \frac{1 \cdot 0.02}{0.0111} \approx 1.8 \text{秒差距/年} \]由于1秒差距大约等于3.26光年，且1光年约为9.461×10^12 km，我们可以进一步计算：\[ v_t \approx 1.8 \times 3.26 \times 9.461 \times 10^{12} \text{km/year} \approx 5.7 \times 10^{12} \text{km/year} \]但是，考虑到题目要求的是km/s，我们还需要将结果转换成每秒的速度：\[ v_t \approx \frac{5.7 \times 10^{12}}{3.154 \times 10^7} \text{km/s} \approx 1.8 \times 10^5 \text{km/s} \]这个结果显然过大，说明我们的初始假设需要调整。实际上，正确的处理方式是直接使用周年视差与移动量的关系简化计算，即：\[ v_t = \frac{B \cdot \Delta d}{p} \]其中 \(\Delta d = 0.1\) 角秒，\(p = 5\) 年，\(B = 0.01
52,以下四个流星雨中，2022年极大当天受月光干扰最严重的是,英仙座流星雨,双子座流星雨,宝瓶座η流星雨,象限仪座流星雨,A,D. 象限仪座流星雨
53,以下哪项描述最不准确,中国计划2024年发射小行星采样返回器，一次性造访2-3颗太阳系小天体,俄罗斯将在2022年发射月球-27探测器，这将是时隔46年俄罗斯再次发射月球探测器,2022年1月，一个研究小组在《自然·天文学》杂志上公布他们在开普勒-1708b附近发现了一个系外卫星候选体,2021年年底，C/2021A1(Leonard)彗星突然爆发，增亮至3.5等,B,B
54,在地球表面观测，以下哪个波段的大气透过率最高,远红外,射电,可见光,近红外,B,C. 可见光
55,一般来说，形成稳定恒星的质量上限大约是150个太阳质量，那么形成稳定恒星的质量下限是（）个太阳质量,0.51,0.01,0.08,0.14,C,C. 0.08
56,2016年11月，中国芯级直径为5米的大型运载火箭“长征五号”从哪一个卫星发射中心首飞成功，同时还将“实践十七号卫星”直接送入了地球静止轨道,西昌,太原,酒泉,文昌,D,D. 文昌
57,哪种类型的超新星可以作为测量星系距离的标准蚀光,Ib,II,Ia,Ic,C,C. Ia
58,在地球上的地球人和在火星上的“火星人”同时观测一颗恒星，与地球人的观测结果相比，以下描述正确的为,火星上观测到的“周年视差”小，“光行差”大,火星上观测到的“周年视差”小，“光行差”小,火星上观测到的“周年视差”大，“光行差”小,火星上观测到的“周年视差”大，“光行差”大,C,A. 火星上观测到的“周年视差”小，“光行差”大
59,在地球上能观测到被月掩的2等及以上恒星有多少颗,21,18,12,7,D,答案是：D. 7
60,卡西尼号探测器预计在2017年晚些时候结束自己土星系统的探测任务。按照计划，它将以何种方式结束自己的探索任务,直接飞离太阳系,坠入土星,飞跃天王星，然后飞离太阳系,坠入土卫六,B,B. 坠入土星
61,由于地球自转的不均匀性和长期变慢性，世界时与原子时的差需要人为闰秒来解决，正闰秒为协调世界时加1秒，负闰秒为其减1秒。2017年1月1日的闰秒已经是本世纪第5次闰秒。下列说法正确的是,其中有3次正闰秒2次负闰秒,其中有2次正闰秒3次负闰秒,5次均为负闰秒,5次均为正闰秒,D,D. 5次均为正闰秒
62,下列四组行星中，此时角距离最近的是,水星和金星,金星和木星,火星和土星,火星和木星,C,A. 水星和金星
63,2019年5月，SpaceX公司通过一箭60星的方式将首批（）卫星送入太空，IAU表示这会对天文观测产生严重的影响,Starlink,Telesat,立方星,OneWeb,A,A. Starlink
64,以下说法不正确的是,1923年，埃德温·哈勃通过测定M31内造父变星的光度并计算出距离，证明了M31是河外星系,太阳系位于直径约为10万光年的银河系的银盘上，距离中心大约25万光年,银河系以较差自转的方式自转，越靠近中心，旋转一周的时间越短,球状星团大多分布在银盘上，疏散星团主要分布在银晕中,D,答案是：D。球状星团主要分布在银晕中，而非银盘上；而疏散星团则主要分布在银盘中。
65,以下恒星无法在3月24日晚观测到的是,大角星,天狼星,织女星,北落师门,D,C. 织女星织女星位于天琴座，通常在夏季的晚上较早时间可见，在3月24日的晚上对于北半球的观测者来说可能还太低，不易观测到。而大角星（A）、天狼星（B）和北落师门（D）在3月24日晚上对于北半球的观测者来说通常是可见的。
66,哈雷彗星最远可以到达,土星与天王星轨道之间,天王星与海王星轨道之间,木星与土星轨道之间,海王星轨道外侧,D,D. 海王星轨道外侧
67,一颗彗星最多和几个流星群有关,没有上限,1,4,2,D,A. 没有上限一颗彗星可以与多个流星群有关，因为不同的流星群可能在彗星轨道附近形成或受到彗星活动的影响。因此，没有具体的上限。
68,下列流星雨中，2019年极大期间的观测受月光影响最小的是,双子座流星雨,宝瓶座η流星雨,猎户座流星雨,四月天琴座流星雨,B,答案是：B. 宝瓶座η流星雨宝瓶座η流星雨的极大期通常发生在每年的4月19日至28日之间，而四月天琴座流星雨的极大期则在每年的4月19-23日。相比之下，双子座流星雨和猎户座流星雨在2019年的极大期分别受到满月和上弦月的影响，因此观测条件较差。而宝瓶座η流星雨的极大期通常发生在新月前后，观测时不受月光影响。但需要注意的是，具体年份的最佳观测时间可能会有所变化，这里假设提供的信息为2019年的具体情况。
69,2018年全球范围内可见（）次日偏食，而我国可以观测到其中的（）次,3，1,2，0,4，2,2，1,A,答案是：A. 3，1
70,2022年土星的最佳观测时间在,暑假期间,五一假期期间,双子座流星雨期间,春节期间,A,A. 暑假期间
71,以下说法不正确的是,2018年8月，帕克太阳探测器发射升空，这也是NASA第一次以还在世者的名字来命名探测器,2018年6月，隼鸟2号探测器抵达小行星“龙宫”上空，随后，巡视器MINERVA-II1成功着陆于其表面并传回照片，成为首次成功着陆小行星上的巡视器,2018年11月，旅行者2号穿过了太阳风边界，继旅行者1号后成为第二个正式进入星际空间的探测器,2018年10月，迄今为止第三个金星探测器贝比科隆博号（BepiColombo）发射升空，并将在7年后抵达相应轨道,D,B
72,首先提出“黑洞蒸发”理论的天文学家是,钱德拉塞卡,爱因斯坦,爱丁顿,霍金,A,D. 霍金
73,一位天文学家准备在今晚观测星团NGC6633，已知它大约在地方时刚过午夜后升起，且在本次竞赛预赛的所有考点都能被观测到，那么它可能位于以下哪个星座,乌鸦座,蛇夫座,宝瓶座,麒麟座,B,B. 蛇夫座
74,天体周日视运动过程中达到“上中天”时，它一定,方位角为180°,在地平线以上,赤经为0,地平高度达到最大值,D,D. 地平高度达到最大值
75,下列说法最不准确的一项是,流星是一种太阳系小天体,室女座W型变星可充当标准烛光,类星体是一类活动星系核,M型主序星的寿命大于宇宙年龄,A,D
76,半人马座α星距离我们大约,8.6万光年,16.7光年,2.8光年,4.3光年,D,D. 4.3光年
77,M51位于,大熊座,小熊座,天琴座,猎犬座,D,D. 猎犬座
78,3月份美国宇航局公布的一张韦布空间望远镜的一张校准照片，图中央的恒星呈现出六角星芒。这种六角星芒产生的原因是,六边形镜片造成的衍射结构,遮光罩造成的衍射结构,副镜支架造成的干涉条纹,副镜支架造成的衍射结构,A,D. 副镜支架造成的衍射结构
79,某个望远镜的极限星等是20等，那么它能探测到的类太阳恒星的最远距离是,520光年,8400光年,450000光年,36000光年,D,B. 8400光年
80,下列年份，哪一年会发生日全食（包括全环食），且全食带中心点距离我国最近,2023年,2022年,2020年,2021年,A,答案是：A. 2023年2023年的7月2日发生了一次日全食，全食带中心点距离我国相对较近。但请注意，具体分析需要参考详细的天文资料和预测，上述答案基于一般知识提供，实际情况可能会有所不同。
81,最大的折射式望远镜的口径是,8.0m,5.4m,1.0m,2.4m,C,B. 5.4m
82,下列不同类型的超新星中被称为“标准烛光”是,Ib型超新星,Ic型超新星,Ia型超新星,II型超新星,C,C. Ia型超新星
83,以下哪一项不是天文学的星座名,天平座,水蛇座,杜鹃座,天炉座,A,C. 杜鹃座
84,2017年9月15日，卡西尼号探测器以坠入哪一个星球大气层的方式结束了它的探测任务,木星,金星,土星,海王星,A,C. 土星
